3,4,9,3,8,5,7,2.8,5.0,27.4
3,10,8,10,1,5,10,7.4,3.8,29.6
10,2,7,5,2,7,8,7.8,5.1,27.95
8,3,2,1,8,5,2,2.4,4.9,22.15
3,5,9,4,1,2,3,6.6,5.4,20.0
9,1,1,1,1,9,7,5.2,6.7,20.95
7,3,9,10,3,6,3,3.2,6.1,26.65
1,7,9,1,1,7,4,6.2,4.2,20.7
4,9,1,7,9,10,4,4.4,4.5,30.95
9,9,6,2,4,3,6,5.6,5.4,27.0
1,10,1,2,10,7,4,3.8,3.8,26.3
9,3,1,4,9,10,6,2.8,7.3,30.55
2,7,3,5,5,7,9,4.8,4.7,26.25
6,4,10,3,9,3,9,4.4,4.9,31.15
6,4,7,1,7,4,8,5.2,5.4,27.3
9,2,7,9,8,1,6,7.2,4.0,30.6
6,2,8,4,6,9,1,6.6,4.7,26.65
6,1,8,7,6,4,5,4.4,6.2,26.8
6,7,10,4,2,7,3,6.6,2.8,25.2
6,5,9,3,5,10,9,8.0,4.4,32.2
4,4,9,3,8,5,9,3.8,4.7,29.25
6,5,3,8,5,8,2,5.0,3.4,25.2
4,3,9,8,4,1,5,2.8,5.3,23.05
7,9,9,5,6,5,5,3.0,6.1,30.55
5,3,4,1,7,2,6,1.6,4.7,20.65
6,2,9,2,6,4,7,7.0,3.1,26.05
6,6,8,9,7,3,2,7.8,5.7,30.75
3,7,6,10,1,5,1,3.6,6.9,22.25
8,3,6,2,9,8,3,2.4,6.4,28.4
6,5,3,5,6,4,8,4.2,5.3,26.25
7,7,1,2,10,7,4,2.8,4.4,27.6
3,3,2,3,10,7,9,4.2,5.4,28.3
3,5,6,2,6,4,2,4.6,6.3,22.45
5,9,9,1,10,4,1,5.0,6.8,30.4
3,3,7,10,4,5,4,4.4,2.4,23.4
7,3,2,7,1,1,4,6.2,4.8,18.5
7,3,3,8,8,7,9,7.4,5.7,33.05
6,7,5,5,9,3,1,5.8,4.6,27.7
4,10,1,7,7,9,5,4.2,5.3,29.75
1,7,4,6,8,2,3,6.2,5.1,25.15
10,2,8,6,8,9,9,6.0,4.2,35.1
7,9,7,5,9,10,3,5.0,2.8,33.4
9,9,5,6,5,6,4,3.8,4.8,28.8
4,1,1,8,7,7,1,4.8,2.9,21.85
2,1,4,3,9,8,4,2.2,4.7,23.45
4,2,8,5,3,10,4,5.4,4.0,24.2
9,2,8,7,3,3,3,4.0,2.8,22.4
9,10,4,8,7,6,9,5.4,5.8,35.6
8,9,3,2,9,1,9,1.8,4.6,28.2
9,10,7,6,5,5,1,7.6,5.1,30.35
5,7,2,4,3,2,3,5.8,5.5,20.15
7,5,6,9,6,6,10,4.4,3.2,31.3
